"ID","LANGUAGE","CONCEPT","FORM","COMMENTS","SOURCE"
1540,"SanMartin","NEGATION","chu","","coombs1976"
1541,"SanMartin","NOMINALIZER NA","na","","coombs1976"
1542,"SanMartin","PAST TENSE","rka","","coombs1976"
1543,"SanMartin","PERFECT","shka","","coombs1976"
1544,"SanMartin","PERFECTIVIZER","shka","","coombs1976"
1545,"SanMartin","PLURAL","kuna","","coombs1976"
1546,"SanMartin","POSSESSIVE","yuk","el que tiene...","coombs1976"
1547,"SanMartin","REASON","rayku","","coombs1976"
1548,"SanMartin","RECIPROCAL","naku","","coombs1976"
1549,"SanMartin","RESTRICTIVE","lla","no más, solamente","coombs1976"
1550,"SanMartin","SUBORDINATOR IDSUB","shpa","no distinguishing wrt adverbial subord","coombs1976"
1551,"SanMartin","SUBORIDNATOR DIFFSUB","pti, kti","","coombs1976"
1552,"SanMartin","TOPIC","qa","","coombs1976"
1553,"SanMartin","UNINTERRUPTED ACTION","ra","","coombs1976"
1554,"SanMartin","VERBAL PLURAL","sapa","","coombs1976"
1555,"SanPedro","1 OBJECT","ma","","shimelman2017"
1556,"SanPedro","1 SUBJECT 2 OBJECT ","yki","","shimelman2017"
1557,"SanPedro","1PL POSSESSOR","nchik","","shimelman2017"
1558,"SanPedro","1PL VERBAL","nchik","","shimelman2017"
1559,"SanPedro","1PL VERBAL CONDITIONAL","chuwan","","shimelman2017"
1560,"SanPedro","1PL VERBAL FUTURE","shun","","shimelman2017"
1561,"SanPedro","1S POSSESSOR","tantaː","","shimelman2017"
1562,"SanPedro","1S SUBJECT 2S OBJECT FUTURE","shqayki","variation between sh and s","shimelman2017"
1563,"SanPedro","1S VERBAL","kaː","","shimelman2017"
1564,"SanPedro","1S VERBAL FUTURE","shaq","","shimelman2017"
1565,"SanPedro","2S CONDITIONAL","waq","","shimelman2017"
1566,"SanPedro","2S OBJECT","shu","shu/su","shimelman2017"
1567,"SanPedro","2S POSSESSOR","yki","","shimelman2017"
1568,"SanPedro","2S SUBJECT 1S OBJECT","wanki","","shimelman2017"
1569,"SanPedro","2S VERBAL","nki","","shimelman2017"
1570,"SanPedro","3S FUTURE","nqa","","shimelman2017"
1571,"SanPedro","3S POSSESSOR","n","","shimelman2017"
1572,"SanPedro","3S SUBJECT 1PL OBJECT","manchik","","shimelman2017"
1573,"SanPedro","3S SUBJECT 1S OBJECT","man","","shimelman2017"
1574,"SanPedro","3S SUBJECT 2S OBJECT","shunki","","shimelman2017"
1575,"SanPedro","3S VERBAL","n","","shimelman2017"
1576,"SanPedro","ABLATIVE","paq","","shimelman2017"
1577,"SanPedro","ACCOMPANIMENT","shi,si","","shimelman2017"
1578,"SanPedro","ACCUSATIVE","ta","","shimelman2017"
1579,"SanPedro","ADDITIVE","pis,s","","shimelman2017"
1580,"SanPedro","AGENTIVE","q","","shimelman2017"
1581,"SanPedro","BENEFACTIVE","paq","","shimelman2017"
1582,"SanPedro","CAUSATIVE","chi","","shimelman2017"
1583,"SanPedro","CERTAINTY","puni","","shimelman2017"
1584,"SanPedro","CISLOCATIVE","mu","","shimelman2017"
1585,"SanPedro","COMPARATIVE","hina","","shimelman2017"
1586,"SanPedro","CONDITIONAL","man","","shimelman2017"
1587,"SanPedro","CONTINUATIVE","raq","","shimelman2017"
1588,"SanPedro","DATIVE/ILATIVE","man","","shimelman2017"
1589,"SanPedro","DESIRATIVE","naya","","shimelman2017"
1590,"SanPedro","DETRANSITIVIZER","raya","","shimelman2017"
1591,"SanPedro","DIMINUTIVE","cha","","shimelman2017"
1592,"SanPedro","DISCONTINUATIVE","ña","","shimelman2017"
1593,"SanPedro","DISJUNCTIVE","chu","","shimelman2017"
1594,"SanPedro","DISTAL DEMONSTRATIVE","chay","","shimelman2017"
1595,"SanPedro","DISTAL REMOVED DEMONSTRATIVE","wak","","shimelman2017"
1596,"SanPedro","DURATIVE","chka","","shimelman2017"
1597,"SanPedro","DURATIVE","ya","","shimelman2017"
1598,"SanPedro","EMPHATIC","ari","","shimelman2017"
1599,"SanPedro","EMPHATIC","ya","","shimelman2017"
1600,"SanPedro","EVIDENTIAL CONJECTURAL","tri,tr","","shimelman2017"
1601,"SanPedro","EVIDENTIAL DIRECT","mi,m","","shimelman2017"
1602,"SanPedro","EVIDENTIAL MODIFER","ik","","shimelman2017"
1603,"SanPedro","EVIDENTIAL MODIFER (STRONGEST)","iki","","shimelman2017"
1604,"SanPedro","EVIDENTIAL REPORTATIVE","shi,sh","","shimelman2017"
1605,"SanPedro","EXCEPTIONAL","yku,yka/ika/iku","","shimelman2017"
1606,"SanPedro","EXCLUSIVE","pura","","shimelman2017"
1607,"SanPedro","FACTIVE","cha","","shimelman2017"
1608,"SanPedro","FREQUENTIVE","katra","","shimelman2017"
1609,"SanPedro","GENITIVE","pa,pi","","shimelman2017"
1610,"SanPedro","IMPERATIVE","y","","shimelman2017"
1611,"SanPedro","INCEPTIVE","ri","","shimelman2017"
1612,"SanPedro","INCHOATIVE","ya","","shimelman2017"
1613,"SanPedro","INCLUSIVE","ntin","","shimelman2017"
1614,"SanPedro","INFINITIVE","y","","shimelman2017"
1615,"SanPedro","INJUNCTIVE","chun","","shimelman2017"
1616,"SanPedro","INSTRUMENTAL-COMITATIVE","wan","","shimelman2017"
1617,"SanPedro","INTENSIFIER","ya","","shimelman2017"
1618,"SanPedro","IRREVERSIBLE CHANGE","tamu","","shimelman2017"
1619,"SanPedro","JOINT ACTION","paku,paːku","","shimelman2017"
1620,"SanPedro","LIMITATIVE","kama","","shimelman2017"
1621,"SanPedro","LOCATIVE","pa,pi","","shimelman2017"
1622,"SanPedro","MIDDLE VOICE","ku","U","shimelman2017"
1623,"SanPedro","MULTIPLE POSSESSIVE","sapa","","shimelman2017"
1624,"SanPedro","MUTUAL BENEFIT","puku","","shimelman2017"
1625,"SanPedro","NEGATION","chu","","shimelman2017"
1626,"SanPedro","NOMINALIZER NA","na","","shimelman2017"
1627,"SanPedro","NON-EXHAUSTIVE","kuna","","shimelman2017"
1628,"SanPedro","PARTNERSHIP","masi","","shimelman2017"
1629,"SanPedro","PASSIVE ACCIDENTAL","ka","","shimelman2017"
1630,"SanPedro","PAST TENSE","rqa","","shimelman2017"
1631,"SanPedro","PERFECT","sha,sa","","shimelman2017"
1632,"SanPedro","PERFECTIVIZER","sha,sa","nmlz","shimelman2017"
1633,"SanPedro","PLURAL","kuna","","shimelman2017"
1634,"SanPedro","POSSESSIVE","yuq","","shimelman2017"
1635,"SanPedro","PROHIBITIVE","ama","","shimelman2017"
1636,"SanPedro","PROXIMAL DEMONSTRATIVE","kay","","shimelman2017"
1637,"SanPedro","PURPOSIVE","paq","","shimelman2017"
1638,"SanPedro","REASON","rayku","","shimelman2017"
1639,"SanPedro","RECIPROCAL","naku,naka","","shimelman2017"
1640,"SanPedro","REPETITIVE","pa","","shimelman2017"
1641,"SanPedro","REPORTATIVE PAST TENSE","shqa","","shimelman2017"
1642,"SanPedro","RESTRICTIVE","lla","","shimelman2017"
1643,"SanPedro","SEQUENTIAL","taq","","shimelman2017"
1644,"SanPedro","SIMULATIVE","tuku","","shimelman2017"
1645,"SanPedro","SUBORDINATOR ADVERBIAL","shtin","","shimelman2017"
1646,"SanPedro","SUBORDINATOR IDSUB","shpa","","shimelman2017"
1647,"SanPedro","SUBORIDNATOR DIFFSUB","pti","","shimelman2017"
1648,"SanPedro","TOPIC","qa","","shimelman2017"
1649,"SanPedro","TRANSLOCATIVE","pu,pa","","shimelman2017"
1650,"SanPedro","UNINTERRUPTED ACTION","ra","","shimelman2017"
1651,"SanPedro","URGENT","ru,ra","","shimelman2017"
1652,"SanPedro","VERBALIZER","na","some reciprocal action","shimelman2017"
1653,"Santiagueno","1 OBJECT","wa","w can be ommited","juanatey2020"
1654,"Santiagueno","1PL POSSESSOR","ysh,ychis","inclusive","juanatey2020"
1655,"Santiagueno","1PL VERBAL","ysh,nchis","inclusive","juanatey2020"
1656,"Santiagueno","1PL VERBAL CONDITIONAL","yshman,nchisman","inclusive","juanatey2020"
1657,"Santiagueno","1PL VERBAL FUTURE","suysh,sunchis","inclusive","juanatey2020"
1658,"Santiagueno","1S POSSESSOR","tanta-y","","juanatey2020"
1659,"Santiagueno","1S SUBJECT 2S OBJECT","suyki,yki/su","","juanatey2020"
1660,"Santiagueno","1S SUBJECT 2S OBJECT FUTURE","sqayki,susqayki/susaq","","juanatey2020"
1661,"Santiagueno","1S VERBAL","ka-ni","","juanatey2020"
1662,"Santiagueno","1S VERBAL FUTURE","saq","infrequent, periphrastic future is preferred","juanatey2020"
1663,"Santiagueno","2S CONDITIONAL","nkiman","","juanatey2020"
1664,"Santiagueno","2S OBJECT","su","","juanatey2020"
1665,"Santiagueno","2S POSSESSOR","yki","","juanatey2020"
1666,"Santiagueno","2S SUBJECT 1S OBJECT","wanki","","juanatey2020"
1667,"Santiagueno","2S VERBAL","nki","","juanatey2020"
1668,"Santiagueno","3S FUTURE","nqa","infrequent, periphrastic future is preferred","juanatey2020"
1669,"Santiagueno","3S POSSESSOR","n","","juanatey2020"
1670,"Santiagueno","3S SUBJECT 1PL OBJECT","ayku","","juanatey2020"
1671,"Santiagueno","3S SUBJECT 1S OBJECT","wan","","juanatey2020"
1672,"Santiagueno","3S SUBJECT 2P OBJECT","sun","","juanatey2020"
1673,"Santiagueno","3S VERBAL","n","","juanatey2020"
1674,"Santiagueno","ABLATIVE","manta,mant","","juanatey2020"
1675,"Santiagueno","ACCUSATIVE","t,ta","","juanatey2020"
1676,"Santiagueno","ADDITIVE","pas","","juanatey2020"
1677,"Santiagueno","AGENTIVE","q","","juanatey2020"
1678,"Santiagueno","BENEFACTIVE","paq","","juanatey2020"
1679,"Santiagueno","CATEGORIC QUESTION","taq","","juanatey2020"
1680,"Santiagueno","CAUSATIVE","chi","","juanatey2020"
1681,"Santiagueno","CERTAINTY","puni","infrequent, only nominal","alderetes2001"
1682,"Santiagueno","COMPARATIVE","ina","","juanatey2020"
1683,"Santiagueno","CONDITIONAL","man","","juanatey2020"
1684,"Santiagueno","DATIVE/ILATIVE","t,ta","","juanatey2020"
1685,"Santiagueno","DESIRATIVE","naa","","juanatey2020"
1686,"Santiagueno","DIMINUTIVE","cha, illu, illa","","juanatey2020"
1687,"Santiagueno","DISCONTINUATIVE","na","Adverbial particle","juanatey2020"
1688,"Santiagueno","DISJUNCTIVE","chu","","juanatey2020"
1689,"Santiagueno","DISTAL DEMONSTRATIVE","chaqay","variation chaqa/chaqay","juanatey2020"
1690,"Santiagueno","DURATIVE","chka","","juanatey2020"
1691,"Santiagueno","DURATIVE","chka","","juanatey2020"
1692,"Santiagueno","EMPHATIC","á","maybe a clitic, not sure","juanatey2020"
1693,"Santiagueno","EVIDENTIAL CONJECTURAL","cha","","juanatey2020"
1694,"Santiagueno","EVIDENTIAL DIRECT","mi","","juanatey2020"
1695,"Santiagueno","EVIDENTIAL REPORTATIVE","si","","juanatey2020"
1696,"Santiagueno","EXCEPTIONAL","yku","","juanatey2020"
1697,"Santiagueno","EXCLUSIVE","pura","","juanatey2020"
1698,"Santiagueno","FACTIVE","cha","","alderetes2001"
1699,"Santiagueno","FREQUENTIVE","ya","infrequent, maybe loan from Spanish","alderetes2001"
1700,"Santiagueno","GENITIVE","p,pa","","juanatey2020"
1701,"Santiagueno","IMPERATIVE","y","","juanatey2020"
1702,"Santiagueno","INCEPTIVE","ri","Infrequent, periphrastic is prefered","juanatey2020"
1703,"Santiagueno","INCHOATIVE","ya","","juanatey2020"
1704,"Santiagueno","INFINITIVE","y","","juanatey2020"
1705,"Santiagueno","INJUNCTIVE","chun","","juanatey2020"
1706,"Santiagueno","INSTRUMENTAL-COMITATIVE","an","","juanatey2020"
1707,"Santiagueno","INTENSIFIER","rqya","","juanatey2020"
1708,"Santiagueno","LIMITATIVE","kama","","juanatey2020"
1709,"Santiagueno","LOCATIVE","pi,p","","juanatey2020"
1710,"Santiagueno","MIDDLE VOICE","ku","","juanatey2020"
1711,"Santiagueno","MULTIPLE POSSESSIVE","sapa","adjective","juanatey2020"
1712,"Santiagueno","NEGATION","chu","infrequent, impolite","juanatey2020"
1713,"Santiagueno","NOMINALIZER NA","na","nmlz posterior","juanatey2020"
1714,"Santiagueno","NON-EXHAUSTIVE","ima","particle, postponed","juanatey2020"
1715,"Santiagueno","PARTNERSHIP","masi","Nominal lexeme, not a suffix","juanatey2020"
1716,"Santiagueno","PAST TENSE","ra","only for first hand evidence","juanatey2020"
1717,"Santiagueno","PERFECTIVIZER","sqa","nmlz anterior","juanatey2020"
1718,"Santiagueno","PLURAL","s,kuna","Variation according to word ending","juanatey2020"
1719,"Santiagueno","POSSESSIVE","yoq","Variation according to word ending","juanatey2020"
1720,"Santiagueno","PROHIBITIVE","ama","","juanatey2020"
1721,"Santiagueno","PROXIMAL DEMONSTRATIVE","ka,kay","","juanatey2020"
1722,"Santiagueno","PURPOSIVE","paq","","juanatey2020"
1723,"Santiagueno","REASON","rayku","","juanatey2020"
1724,"Santiagueno","RECIPROCAL","naku","","juanatey2020"
1725,"Santiagueno","RECIPROCAL","naku","","juanatey2020"
1726,"Santiagueno","REPORTATIVE PAST TENSE","sa,sqa","-sa it's the most frequent, only used in periphrastic construction with auxiliar ka-; -sqa is reserved occasionally for 3SG and is not peiphrastic","juanatey2020"
1727,"Santiagueno","RESTRICTIVE","lla","","juanatey2020"
1728,"Santiagueno","SUBORDINATOR ADVERBIAL","s","","juanatey2020"
1729,"Santiagueno","SUBORDINATOR IDSUB","spa","","juanatey2020"
1730,"Santiagueno","SUBORIDNATOR DIFFSUB","pti","","juanatey2020"
1731,"Santiagueno","TOPIC","qa","","juanatey2020"
1732,"Santiagueno","TRANSLOCATIVE","pu","","juanatey2020"
1733,"Tarma","1 OBJECT","ma","","adelaar1977"
1734,"Tarma","1PL POSSESSOR","nchi, nchik","","adelaar1977"
1735,"Tarma","1PL VERBAL","nchik","","adelaar1977"
1736,"Tarma","1PL VERBAL CONDITIONAL","chwan","","adelaar1977"
1737,"Tarma","1PL VERBAL FUTURE","shun","","adelaar1977"
1738,"Tarma","1S POSSESSOR","tantaː","","adelaar1977"
1739,"Tarma","1S SUBJECT 2S OBJECT ","q","","adelaar1977"
1740,"Tarma","1S SUBJECT 2S OBJECT FUTURE","shayki","","adelaar1977"
1741,"Tarma","1S VERBAL","kaː","","adelaar1977"
1742,"Tarma","1S VERBAL FUTURE","shaq","","adelaar1977"
1743,"Tarma","2S OBJECT","shu","","adelaar1977"
1744,"Tarma","2S POSSESSOR","yki","","adelaar1977"
1745,"Tarma","2S SUBJECT 1S OBJECT","mayki","","adelaar1977"
1746,"Tarma","2S VERBAL","nki","","adelaar1977"
1747,"Tarma","3S FUTURE","nqa","","adelaar1977"
1748,"Tarma","3S POSSESSOR","n","","adelaar1977"
1749,"Tarma","3S VERBAL","n","","adelaar1977"
1750,"Tarma","ABLATIVE","pita","","adelaar1977"
1751,"Tarma","ACCUSATIVE","ta","","adelaar1977"
1752,"Tarma","ADDITIVE","pis","","adelaar1977"
1753,"Tarma","ADJECTIVAL","basla","no indication of meaning","adelaar1977"
1754,"Tarma","AGENTIVE","q","","adelaar1977"
1755,"Tarma","ASSIMILATIVE","yupay","","adelaar1977"
1756,"Tarma","BENEFACTIVE","paq","","adelaar1977"
1757,"Tarma","BROAD EQUATIONAL","nuy","","adelaar1977"
1758,"Tarma","CATEGORIC QUESTION","taq","","adelaar1977"
1759,"Tarma","CAUSATIVE","chi","","adelaar1977"
1760,"Tarma","CISLOCATIVE","mu","","adelaar1977"
1761,"Tarma","COMPLETIVE","ku","used in combination with directional verbs (special use of middle voice?)","adelaar1977"
1762,"Tarma","CONDITIONAL","man","","adelaar1977"
1763,"Tarma","CONTINUATIVE","raq","","adelaar1977"
1764,"Tarma","DATIVE/ILATIVE","man","named “allative”","adelaar1977"
1765,"Tarma","DESIRATIVE","na","","adelaar1977"
1766,"Tarma","DIRECTIONAL ‘INSIDE’ ","yu","","adelaar1977"
1767,"Tarma","DIRECTIONAL ´DOWN´","rpu","","adelaar1977"
1768,"Tarma","DIRECTIONAL UP","rku","","adelaar1977"
1769,"Tarma","DISTRIBUTIVE","cha","","adelaar1977"
1770,"Tarma","DURATIVE","ya","","adelaar1977"
1771,"Tarma","EMPHATIC","ri","","adelaar1977"
1772,"Tarma","EQUAL SIZE","chikan","two nouns equal in size, sometimes chigasaq as well","adelaar1977"
1773,"Tarma","EVIDENTIAL CONJECTURAL","chi","","adelaar1977"
1774,"Tarma","EVIDENTIAL DIRECT","mi","","adelaar1977"
1775,"Tarma","EVIDENTIAL REPORTATIVE","si","","adelaar1977"
1776,"Tarma","EXPERIMENTAL ACTION","chaːri","","adelaar1977"
1777,"Tarma","FACTIVE","cha","","adelaar1977"
1778,"Tarma","GENITIVE","pa","","adelaar1977"
1779,"Tarma","HESITATING ACTION","ykacha","","adelaar1977"
1780,"Tarma","IMPERATIVE","y","","adelaar1977"
1781,"Tarma","INCEPTIVE","ri","some pluralizing attested?","adelaar1977"
1782,"Tarma","INCHOATIVE","ya","","adelaar1977"
1783,"Tarma","INCLUSIVE","bura","“reciprocal”","adelaar1977"
1784,"Tarma","INFINITIVE","y","","adelaar1977"
1785,"Tarma","INJUNCTIVE","chun","","adelaar1977"
1786,"Tarma","INSTRUMENTAL-COMITATIVE","wan","","adelaar1977"
1787,"Tarma","INTERRUPTED ACTION","tya","","adelaar1977"
1788,"Tarma","JOINT ACTION","paku","","adelaar1977"
1789,"Tarma","JOINT ACTION","paku,paːku","","adelaar1977"
1790,"Tarma","LIMITATIVE","kama","","adelaar1977"
1791,"Tarma","LOCATIVE","chu","","adelaar1977"
1792,"Tarma","LOOK-LIKE","nya","look like a donkey","adelaar1977"
1793,"Tarma","MIDDLE VOICE","ku","","adelaar1977"
1794,"Tarma","MULTIPLE POSSESSIVE","sapa","","adelaar1977"
1795,"Tarma","NEGATION","chu","","adelaar1977"
1796,"Tarma","NOMINALIZER ","nqa","","adelaar1977"
1797,"Tarma","NOMINALIZER NA","na","","adelaar1977"
1798,"Tarma","PARTNERSHIP","mayi","","adelaar1977"
1799,"Tarma","PASSIVE ACCIDENTAL","ka","","adelaar1977"
1800,"Tarma","PAST TENSE","ra","","adelaar1977"
1801,"Tarma","PECUNIAL","ral","spanish “real”?","adelaar1977"
1802,"Tarma","PERFECT","ru","","adelaar1977"
1803,"Tarma","PERFECTIVIZER","sha","","adelaar1977"
1804,"Tarma","PLURAL","kuna","","adelaar1977"
1805,"Tarma","POSSESSIVE","yuq","","adelaar1977"
1806,"Tarma","RECIPROCAL","naku","","adelaar1977"
1807,"Tarma","RESTRICTIVE","la","","adelaar1977"
1808,"Tarma","SEQUENTIAL","taq","whats with -rku?","adelaar1977"
1809,"Tarma","SEQUENTIAL2","rku","close temporal relationship, also “social act”","adelaar1977"
1810,"Tarma","SIBLING","gasha, chikaq","siblings of the same sex","adelaar1977"
1811,"Tarma","SIMULATIVE","tuku","","adelaar1977"
1812,"Tarma","SUBORDINATOR ADVERBIAL","shtin","","adelaar1977"
1813,"Tarma","SUBORDINATOR IDSUB","r","","adelaar1977"
1814,"Tarma","SUBORIDNATOR DIFFSUB","pti","","adelaar1977"
1815,"Tarma","TOPIC","qa","","adelaar1977"
1816,"Tarma","TOPOGRAPHIC","pay","","adelaar1977"
1817,"Tarma","TRANSLOCATIVE","pa, pu","","adelaar1977"
1818,"Tarma","UNINTERRUPTED ACTION","ra","","adelaar1977"
1819,"Tarma","VERBAL PLURAL","rka","before durative aspect, of after -ku","adelaar1977"
1820,"Tarma","VERBALIZER","na","","adelaar1977"
1821,"Tarma","VERBALIZER","na","","adelaar1977"
