# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
2195		tʃ a		EVIDENTIAL CONJECTURAL	Imbabura	chá		tʃ a				cole1985
2231		tʃ aː	18	EVIDENTIAL CONJECTURAL	HuarazHuailas	chaa		tʃ aː				
#
50		m i	1157	EVIDENTIAL DIRECT	Apuri	mi		m i	mi,m			shimelman2017
51		m -	1157	EVIDENTIAL DIRECT	Apuri	m		m	mi,m			shimelman2017
177		m i	1157	EVIDENTIAL DIRECT	Apurimac	mi		m i	mi			camacho2006
273		m i	1157	EVIDENTIAL DIRECT	Ayacucho	mi		m i	mi			parker1969
351		m i	1157	EVIDENTIAL DIRECT	Azuay	mi		m i	mi			cordero1955
436		m i	1157	EVIDENTIAL DIRECT	Cacra-Hongos	mi		m i	mi,m			shimelman2017
437		m -	1157	EVIDENTIAL DIRECT	Cacra-Hongos	m		m	mi,m			shimelman2017
535		m i	1157	EVIDENTIAL DIRECT	Cajamarca	mi		m i	mi			quesada2006
596		m i	1157	EVIDENTIAL DIRECT	Chachapoyas	mi		m i	mi			taylor1979
660		m i	1157	EVIDENTIAL DIRECT	Chimborazo	mi		m i	mi			
734		m i	1157	EVIDENTIAL DIRECT	Cuzco	mi		m i	mi			cusihuaman1976
835		m i	1157	EVIDENTIAL DIRECT	Ferrenafe	mi		m i	mi		focalizador	
924		m i	1157	EVIDENTIAL DIRECT	Huallaga	mi		m i	mi			weber1996
1032		m i	1157	EVIDENTIAL DIRECT	Huanca	mi		m i	mi			cerron1976
1131		m i	1157	EVIDENTIAL DIRECT	Huangascar	mi		m i	mi,m			shimelman2017
1132		m -	1157	EVIDENTIAL DIRECT	Huangascar	m		m	mi,m			shimelman2017
1309		m i	1157	EVIDENTIAL DIRECT	Inga	mi		m i	mi			tandioy1978
1376		m i	1157	EVIDENTIAL DIRECT	Laraos	mi		m i	mi		asertivo	
1449		m i	1157	EVIDENTIAL DIRECT	Lincha-Tana	mi		m i	mi,m			shimelman2017
1450		m -	1157	EVIDENTIAL DIRECT	Lincha-Tana	m		m	mi,m			shimelman2017
1627		m i	1157	EVIDENTIAL DIRECT	Pastaza	mi		m i	mi			
1692		m i	1157	EVIDENTIAL DIRECT	SanMartin	mi		m i	mi			coombs1976
1775		m i	1157	EVIDENTIAL DIRECT	SanPedro	mi		m i	mi,m			shimelman2017
1776		m -	1157	EVIDENTIAL DIRECT	SanPedro	m		m	mi,m			shimelman2017
1894		m i	1157	EVIDENTIAL DIRECT	Santiagueno	mi		m i	mi			juanatey2020
1980		m i	1157	EVIDENTIAL DIRECT	Tarma	mi		m i	mi			adelaar1977
2083		m i		EVIDENTIAL DIRECT	Pacaraos	mi		m i				
2196		m i	1157	EVIDENTIAL DIRECT	Imbabura	mi		m i				cole1985
2230		m i	1157	EVIDENTIAL DIRECT	HuarazHuailas	mI		m i				
#
52		i k	1184	EVIDENTIAL MODIFER	Apuri	ik		i k	ik			shimelman2017
438		i k	1184	EVIDENTIAL MODIFER	Cacra-Hongos	ik		i k	ik			shimelman2017
1133		i k	1184	EVIDENTIAL MODIFER	Huangascar	ik		i k	ik			shimelman2017
1451		i k	1184	EVIDENTIAL MODIFER	Lincha-Tana	ik		i k	ik			shimelman2017
1777		i k	1184	EVIDENTIAL MODIFER	SanPedro	ik		i k	ik			shimelman2017
#
53		i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	Apuri	iki		i k i	iki			shimelman2017
178		i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	Apurimac	iki		i k i	iki			camacho2006
252		i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	Ayacucho	iki		i k i	iki		"bedauernd"	parker1969
439		i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	Cacra-Hongos	iki		i k i	iki			shimelman2017
1134		i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	Huangascar	iki		i k i	iki			shimelman2017
1452		i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	Lincha-Tana	iki		i k i	iki			shimelman2017
1778		i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	SanPedro	iki		i k i	iki			shimelman2017
#
54		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Apuri	shi		ʃ i	shi,sh			shimelman2017
55		ʃ - -	1198	EVIDENTIAL REPORTATIVE	Apuri	sh		ʃ	shi,sh			shimelman2017
274		s - -	1198	EVIDENTIAL REPORTATIVE	Ayacucho	s		s	s, si			parker1969
275		s - i	1198	EVIDENTIAL REPORTATIVE	Ayacucho	si		s i	s, si			parker1969
352		s - i	1198	EVIDENTIAL REPORTATIVE	Azuay	si		s i	si			cordero1955
440		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Cacra-Hongos	shi		ʃ i	shi,sh			shimelman2017
441		ʃ - -	1198	EVIDENTIAL REPORTATIVE	Cacra-Hongos	sh		ʃ	shi,sh			shimelman2017
536		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Cajamarca	shi		ʃ i	shi			quesada2006
597		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Chachapoyas	ši		ʃ i	ši			taylor1979
661		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Chimborazo	ši		ʃ i	ši			
735		s - i	1198	EVIDENTIAL REPORTATIVE	Cuzco	si		s i	si, s			cusihuaman1976
736		s - -	1198	EVIDENTIAL REPORTATIVE	Cuzco	s		s	si, s			cusihuaman1976
836		ç i	1198	EVIDENTIAL REPORTATIVE	Ferrenafe	shi		ç i	shi		citativo	taylor1982
925		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Huallaga	ši		ʃ i	ši			
1034		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Huanca	shi		ʃ i	shi			cerron1976
1135		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Huangascar	shi		ʃ i	shi,sh			shimelman2017
1136		ʃ - -	1198	EVIDENTIAL REPORTATIVE	Huangascar	sh		ʃ	shi,sh			shimelman2017
1310		s - i	1198	EVIDENTIAL REPORTATIVE	Inga	si		s i	si			tandioy1978
1377		s - i	1198	EVIDENTIAL REPORTATIVE	Laraos	si		s i	si		Citativo	
1453		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Lincha-Tana	shi		ʃ i	shi,sh			shimelman2017
1454		ʃ - -	1198	EVIDENTIAL REPORTATIVE	Lincha-Tana	sh		ʃ	shi,sh			shimelman2017
1628		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Pastaza	shi		ʃ i	shi			
1693		ʃ - i	1198	EVIDENTIAL REPORTATIVE	SanMartin	shi		ʃ i	shi			coombs1976
1779		ʃ - i	1198	EVIDENTIAL REPORTATIVE	SanPedro	shi		ʃ i	shi,sh			shimelman2017
1780		ʃ - -	1198	EVIDENTIAL REPORTATIVE	SanPedro	sh		ʃ	shi,sh			shimelman2017
1895		s - i	1198	EVIDENTIAL REPORTATIVE	Santiagueno	si		s i	si			juanatey2020
1981		s - i	1198	EVIDENTIAL REPORTATIVE	Tarma	si		s i	si			adelaar1977
2082		ç i		EVIDENTIAL REPORTATIVE	Pacaraos	shi		ç i				
2197		ʃ i	1198	EVIDENTIAL REPORTATIVE	Imbabura	shi		ʃ i				cole1985
2229		ʃ i	1198	EVIDENTIAL REPORTATIVE	HuarazHuailas	shi		ʃ i				
#
737		t i j a	1226	EXAGENATIVE	Cuzco	tiya		t i j a	tiya			cusihuaman1976
#
56		j - k u	1228	EXCEPTIONAL	Apuri	yku		j k u	yku,yka/ika/iku			shimelman2017
57		j - k a	1228	EXCEPTIONAL	Apuri	yka		j k a	yku,yka/ika/iku			shimelman2017
58		- i k a	1228	EXCEPTIONAL	Apuri	ika		i k a	yku,yka/ika/iku			shimelman2017
59		- i k u	1228	EXCEPTIONAL	Apuri	iku		i k u	yku,yka/ika/iku			shimelman2017
179		j - k u	1228	EXCEPTIONAL	Apurimac	yku		j k u	yku			camacho2006
442		j - k u	1228	EXCEPTIONAL	Cacra-Hongos	yku		j k u	yku,yka/ika/iku			shimelman2017
443		j - k a	1228	EXCEPTIONAL	Cacra-Hongos	yka		j k a	yku,yka/ika/iku			shimelman2017
444		- i k a	1228	EXCEPTIONAL	Cacra-Hongos	ika		i k a	yku,yka/ika/iku			shimelman2017
445		- i k u	1228	EXCEPTIONAL	Cacra-Hongos	iku		i k u	yku,yka/ika/iku			shimelman2017
926		j - k u	1228	EXCEPTIONAL	Huallaga	yku		j k u	yku		No hay ejemplos	weber1996
927		j - k u	1228	EXCEPTIONAL	Huallaga	yku		j k u	yku		Puede indicar que la acción mentada por el verbo al que se afija se realizó con suficiente fuerza para que resultara existosa.	weber1996
928		j - ʎ a	1228	EXCEPTIONAL	Huallaga	yʎa		j ʎ a	yʎa,ʎa			weber1996
929		- - ʎ a	1228	EXCEPTIONAL	Huallaga	ʎa		ʎ a	yʎa,ʎa			weber1996
1137		j - k u	1228	EXCEPTIONAL	Huangascar	yku		j k u	yku,yka/ika/iku			shimelman2017
1138		j - k a	1228	EXCEPTIONAL	Huangascar	yka		j k a	yku,yka/ika/iku			shimelman2017
1139		- i k a	1228	EXCEPTIONAL	Huangascar	ika		i k a	yku,yka/ika/iku			shimelman2017
1140		- i k u	1228	EXCEPTIONAL	Huangascar	iku		i k u	yku,yka/ika/iku			shimelman2017
1378		- i k u	1228	EXCEPTIONAL	Laraos	yku		i k u	yku		intensivo	taylor1990
1457		- i k a	1228	EXCEPTIONAL	Lincha-Tana	ika		i k a	yku,yka/ika/iku			shimelman2017
1458		- i k u	1228	EXCEPTIONAL	Lincha-Tana	iku		i k u	yku,yka/ika/iku			shimelman2017
1783		- i k a	1228	EXCEPTIONAL	SanPedro	ika		i k a	yku,yka/ika/iku			shimelman2017
1784		- i k u	1228	EXCEPTIONAL	SanPedro	iku		i k u	yku,yka/ika/iku			shimelman2017
1896		j - k u	1228	EXCEPTIONAL	Santiagueno	yku		j k u	yku			juanatey2020
#
60		p u ɾ a	1256	EXCLUSIVE	Apuri	pura		p u ɾ a	pura			shimelman2017
180		p u r a	1256	EXCLUSIVE	Apurimac	pura		p u r a	pura			camacho2006
276		p u ɾ a	1256	EXCLUSIVE	Ayacucho	pura		p u ɾ a	pura		"among houses"	parker1969
446		p u ɾ a	1256	EXCLUSIVE	Cacra-Hongos	pura		p u ɾ a	pura			shimelman2017
537		p u ɾ a	1256	EXCLUSIVE	Cajamarca	pura		p u ɾ a	pura			quesada2006
598		p u r a	1256	EXCLUSIVE	Chachapoyas	pura		p u r a	pura		„only men“	taylor1979
930		p u r a	1256	EXCLUSIVE	Huallaga	pura		p u r a	pura			weber1996
1035		p u l a	1256	EXCLUSIVE	Huanca	pula		p u l a	pula			cerron1976
1141		p u ɾ a	1256	EXCLUSIVE	Huangascar	pura		p u ɾ a	pura			shimelman2017
1459		p u ɾ a	1256	EXCLUSIVE	Lincha-Tana	pura		p u ɾ a	pura			shimelman2017
1694		p u r a	1256	EXCLUSIVE	SanMartin	pura		p u r a	pura		„only men“	coombs1976
1785		p u ɾ a	1256	EXCLUSIVE	SanPedro	pura		p u ɾ a	pura			shimelman2017
1897		p u ɾ a	1256	EXCLUSIVE	Santiagueno	pura		p u ɾ a	pura			juanatey2020
2160		p u r a		EXCLUSIVE	Inga	pura		p u r a				
2198		r a q		EXCLUSIVE	Imbabura	raj		r a q				cole1985
2304		ʒ a		EXCLUSIVE	Chimborazo	ža		ʒ a	ža			
#
1982		tʃ aː ɾ i	1270	EXPERIMENTAL ACTION	Tarma	chaːri		tʃ aː ɾ i	chaːri			adelaar1977
#
61		tʃ a -	1272	FACTIVE	Apuri	cha		tʃ a	cha			shimelman2017
277		tʃ a -	1272	FACTIVE	Ayacucho	ča		tʃ a	ča		deriving verb	
447		tʃ a -	1272	FACTIVE	Cacra-Hongos	cha		tʃ a	cha			shimelman2017
538		tʃ a -	1272	FACTIVE	Cajamarca	cha		tʃ a	cha			quesada2006
599		tʃ a -	1272	FACTIVE	Chachapoyas	ča		tʃ a	ča		to make	taylor1979
738		tʃ a -	1272	FACTIVE	Cuzco	cha		tʃ a	cha			cusihuaman1976
931		tʃ a -	1272	FACTIVE	Huallaga	ča		tʃ a	ča		Verbalizador transitivizante. Productividad limitada y semántica impredecible. /hatun-čakU-/ ‘agrandar (por ejemplo, una chacra)’, /maki-čakU-/ ‘robar repetidas veces (robos pequeños)’, /wasi-čakU-/ ‘actuar como dueño de una casa (que pertenece a otro)’	
932		tʃ a -	1272	FACTIVE	Huallaga	ča		tʃ a	ča		'Hacer (que se vuelva)’. Productividad limitada. /maha-ča(:)-/ ‘aparear’, /muru-ča(:)/ ‘producir semilla’, /sapi-ča(:)-/ ‘echar raíces’	
933		tʃ i -	1272	FACTIVE	Huallaga	či		tʃ i	či		'Uno que hace en exceso’ /tapu(:)či/ ‘uno que hace muchas preguntas, entrometido’	
934		ʃ a -	1272	FACTIVE	Huallaga	ša		ʃ a	ša			
1036		tʃ a -	1272	FACTIVE	Huanca	cha		tʃ a	cha			cerron1976
1142		tʃ a -	1272	FACTIVE	Huangascar	cha		tʃ a	cha			shimelman2017
1238		t - -	1272	FACTIVE	HuarazHuailas	t		t	t		'acción completa’	parker1976
1239		ts aː -	1272	FACTIVE	HuarazHuailas	tsaa		ts aː	tsaa			parker1976
1460		tʃ a -	1272	FACTIVE	Lincha-Tana	cha		tʃ a	cha			shimelman2017
1556		s aː	1272	FACTIVE	Pacaraos	saa		s aː	saa			adelaar1987
1695		tʃ a -	1272	FACTIVE	SanMartin	cha		tʃ a	cha		to make	coombs1976
1786		tʃ a -	1272	FACTIVE	SanPedro	cha		tʃ a	cha			shimelman2017
1898		tʃ a -	1272	FACTIVE	Santiagueno	cha		tʃ a	cha			alderetes2001
1983		tʃ a -	1272	FACTIVE	Tarma	cha		tʃ a	cha			adelaar1977
2058		tʃ i		FACTIVE	Ferrenafe	chi		tʃ i				
2070		tʃ i		FACTIVE	Laraos	chi		tʃ i			causative	
2305		m a r i		FACTIVE	Chimborazo	mari		m a r i	mari		'Confirmed opinion'. Fusion of mi + ari. miku + gri + ni - mari, ear + Inc - Conf, 'I am most certainly going to eat (you)'	beukema1975
#
1037		t a n	1293	FAMILIARITY	Huanca	tan		t a n	tan			cerron1976
#
62		- k a ʈ a	1295	FREQUENTIVE	Apuri	katra		k a ʈ a	katra			shimelman2017
448		- k a ʈ a	1295	FREQUENTIVE	Cacra-Hongos	katra		k a ʈ a	katra			shimelman2017
539		- k a tʃ a	1295	FREQUENTIVE	Cajamarca	kacha		k a tʃ a	kacha			quesada2006
739		p a j a -	1296	FREQUENTIVE	Cuzco	paya		p a j a	paya			cusihuaman1976
935		j k a tʃ aː	1295	FREQUENTIVE	Huallaga	ykačaː		j k a tʃ aː	ykačaː,kača/ča			
936		- k a tʃ a	1295	FREQUENTIVE	Huallaga	kača		k a tʃ a	ykačaː,kača/ča			
937		- - - tʃ a	1295	FREQUENTIVE	Huallaga	ča		tʃ a	ykačaː,kača/ča			
1143		- k a ʈ a	1295	FREQUENTIVE	Huangascar	katra		k a ʈ a	katra			shimelman2017
1240		- - j a n	1296	FREQUENTIVE	HuarazHuailas	yan		j a n	yan		'uno a uno’, ‘de tres en tres’	parker1976
1461		- k a ʈ a	1295	FREQUENTIVE	Lincha-Tana	katra		k a ʈ a	katra			shimelman2017
1629		p a j a -	1296	FREQUENTIVE	Pastaza	paya		p a j a	paya			
1696		p a j a -	1296	FREQUENTIVE	SanMartin	paya		p a j a	paya		habitual con proposito	coombs1976
1787		- k a ʈ a	1295	FREQUENTIVE	SanPedro	katra		k a ʈ a	katra			shimelman2017
1899		- - j a -	1296	FREQUENTIVE	Santiagueno	ya		j a	ya		infrequent, maybe loan from Spanish	juanatey2020
2040		p a j a		FREQUENTIVE	Ayacucho	paya		p a j a				
2092		tʂ aː		FREQUENTIVE	Pacaraos	traa		tʂ aː				
2124		i k a tʃ a		FREQUENTIVE	Huanca	ykatra		i k a tʃ a				
2199		p a j a		FREQUENTIVE	Imbabura	paya		p a j a				cole1985
2278		p a j a	1296	FREQUENTIVE	Apurimac	paya		p a j a	paya			camacho2006
#
353		m a	1310	FRUSTRATIVE	Azuay	ma		m a	ma		hubera llevado; aspecto verbal	cordero1955
1311		m a	1310	FRUSTRATIVE	Inga	ma		m a	ma		hubera llevado; aspecto verbal	tandioy1978
#
740		ʃ a	1313	FUTURE PROGRESSIVE	Cuzco	sha		ʃ a	sha			cusihuaman1976
#
63		p a -	1315	GENITIVE	Apuri	pa		p a	pa,pi			shimelman2017
64		p i -	1315	GENITIVE	Apuri	pi		p i	pa,pi			shimelman2017
181		p a -	1315	GENITIVE	Apurimac	pa		p a	pa			camacho2006
278		p a -	1315	GENITIVE	Ayacucho	pa		p a	pa			parker1969
354		p a -	1315	GENITIVE	Azuay	pa		p a	pa			cordero1955
449		p a -	1315	GENITIVE	Cacra-Hongos	pa		p a	pa,pi			shimelman2017
450		p i -	1315	GENITIVE	Cacra-Hongos	pi		p i	pa,pi			shimelman2017
540		p a -	1315	GENITIVE	Cajamarca	pa		p a	pa			quesada2006
600		p a -	1315	GENITIVE	Chachapoyas	pa		p a	pa			taylor1979
662		p a k	1315	GENITIVE	Chimborazo	pak		p a k	pak			beukema1975
741		q	1315	GENITIVE	Cuzco	q		q	q; pa		phon. variation of pa	cusihuaman1976
742		p a -	1315	GENITIVE	Cuzco	pa		p a	q; pa			cusihuaman1976
837		p a -	1315	GENITIVE	Ferrenafe	pa		p a	pa			
938		p a -	1315	GENITIVE	Huallaga	pa		p a	pa			weber1996
1038		p a -	1315	GENITIVE	Huanca	pa		p a	pa			cerron1976
1144		p a -	1315	GENITIVE	Huangascar	pa		p a	pa,pi			shimelman2017
1145		p i -	1315	GENITIVE	Huangascar	pi		p i	pa,pi			shimelman2017
1241		p a -	1315	GENITIVE	HuarazHuailas	pa		p a	pa			parker1976
1312		p a -	1315	GENITIVE	Inga	pa		p a	pa			tandioy1978
1379		p i -	1315	GENITIVE	Laraos	pi		p i	pi			
1462		p a -	1315	GENITIVE	Lincha-Tana	pa		p a	pa,pi			shimelman2017
1463		p i -	1315	GENITIVE	Lincha-Tana	pi		p i	pa,pi			shimelman2017
1630		p a -	1315	GENITIVE	Pastaza	pa		p a	pa			
1697		p a -	1315	GENITIVE	SanMartin	pa		p a	pa			coombs1976
1788		p a -	1315	GENITIVE	SanPedro	pa		p a	pa,pi			shimelman2017
1789		p i -	1315	GENITIVE	SanPedro	pi		p i	pa,pi			shimelman2017
1900		p - -	1315	GENITIVE	Santiagueno	p		p	p,pa			juanatey2020
1901		p a -	1315	GENITIVE	Santiagueno	pa		p a	p,pa			juanatey2020
1984		p a -	1315	GENITIVE	Tarma	pa		p a	pa			adelaar1977
2080		p a		GENITIVE	Pacaraos	pa		p a				
#
1039		n j a	1345	HABITUAL	Huanca	nya		n j a	nya		also an analytical solution with ka-q	cerron1976
#
1557		q a	1349	HEIGHT	Pacaraos	qa		q a	qa			adelaar1987
#
939		j k a tʃ aː	1351	HESITATING ACTION	Huallaga	ykačaː		j k a tʃ aː	ykačaː, kačaː		/puri-ykača-n/, andar-VACIL-3, ‘anda por aquí y por allá (sin rumbo)’	
940		- k a tʃ aː	1351	HESITATING ACTION	Huallaga	kačaː		k a tʃ aː	ykačaː, kačaː		/puri-ykača-n/, andar-VACIL-3, ‘anda por aquí y por allá (sin rumbo)’	
1242		j k a tʃ aː	1351	HESITATING ACTION	HuarazHuailas	ykachaa		j k a tʃ aː	ykachaa			parker1976
1985		i k a tʃ a	1351	HESITATING ACTION	Tarma	ykacha		i k a tʃ a	ykacha			adelaar1977
#
663		p a	1356	HONORIFIC	Chimborazo	pa		p a	pa			
#
743		p a t a	1358	IMITATIVE	Cuzco	pata		p a t a	pata			cusihuaman1976
#
941		p a q	1360	IMMINENT	Huallaga	paq		p a q	paq		/Tuni-na-n-paq ka-yka-n/, caer-SUB-3P-PR ser-IMPF-3, ‘Está por caer’	weber1996
#
65		j - -	1362	IMPERATIVE	Apuri	y		j	y			shimelman2017
279		j - -	1362	IMPERATIVE	Ayacucho	y		j	y			parker1969
355		j - -	1362	IMPERATIVE	Azuay	y		j	y, ychi		sg/plural	cordero1955
356		j tʃ i	1362	IMPERATIVE	Azuay	ychi		j tʃ i	y, ychi		sg/plural	cordero1955
451		j - -	1362	IMPERATIVE	Cacra-Hongos	y		j	y			shimelman2017
542		i - -	1362	IMPERATIVE	Cajamarca	y		i	y			quesada2006
601		j - -	1362	IMPERATIVE	Chachapoyas	y		j	y			taylor1979
664		j - -	1362	IMPERATIVE	Chimborazo	y		j	y			
744		j - -	1362	IMPERATIVE	Cuzco	y		j	y			cusihuaman1976
838		j	1363	IMPERATIVE	Ferrenafe	y		j	y			
942		j - -	1362	IMPERATIVE	Huallaga	y		j	y		También INFINITIVO y VOCATIVO	weber1996
1040		j - -	1362	IMPERATIVE	Huanca	y		j	y			cerron1976
1146		j - -	1362	IMPERATIVE	Huangascar	y		j	y			shimelman2017
1313		j - -	1362	IMPERATIVE	Inga	y		j	y, ychi		sg/plural	tandioy1978
1380		j	1363	IMPERATIVE	Laraos	y		j	y			
1464		j - -	1362	IMPERATIVE	Lincha-Tana	y		j	y			shimelman2017
1558		i	1363	IMPERATIVE	Pacaraos	y		i	y			adelaar1987
1631		j - -	1362	IMPERATIVE	Pastaza	y		j	y			
1698		j - -	1362	IMPERATIVE	SanMartin	y		j	y		chi for plural	coombs1976
1790		j - -	1362	IMPERATIVE	SanPedro	y		j	y			shimelman2017
1902		j - -	1362	IMPERATIVE	Santiagueno	y		j	y			juanatey2020
1986		j - -	1362	IMPERATIVE	Tarma	y		j	y			adelaar1977
2234		j	1362	IMPERATIVE	HuarazHuailas	y		j				
2279		tʃ u n		IMPERATIVE	Apurimac	chun		tʃ u n	chun, chunku, y, ychis			camacho2006
2280		tʃ u n k u		IMPERATIVE	Apurimac	chunku		tʃ u n k u	chun, chunku, y, ychis			camacho2006
2281		j		IMPERATIVE	Apurimac	y		j	chun, chunku, y, ychis			camacho2006
2282		j tʃ i s		IMPERATIVE	Apurimac	ychis		j tʃ i s	chun, chunku, y, ychis			camacho2006
#
357		- - - - s u n tʃ u	1386	IMPERATIVE 1P	Azuay	sunchu		s u n tʃ u	sunchu, nacusunchi		sg/pl	cordero1955
358		n a k u s u n tʃ i	1386	IMPERATIVE 1P	Azuay	nacusunchi		n a k u s u n tʃ i	sunchu, nacusunchi		sg/pl	cordero1955
1315		- - - - s u n tʃ u	1386	IMPERATIVE 1P	Inga	sunchu		s u n tʃ u	sunchu, nacusunchi		sg/pl	tandioy1978
1316		n a k u s u n tʃ i	1386	IMPERATIVE 1P	Inga	nacusunchi		n a k u s u n tʃ i	sunchu, nacusunchi		sg/pl	tandioy1978
1381		- - - - s u n - -	1386	IMPERATIVE 1P	Laraos	sun		s u n	sun			taylor1990
1559		- - - - ç u n - -	1386	IMPERATIVE 1P	Pacaraos	shun		ç u n	shun			adelaar1987
1632		j tʃ i	1387	IMPERATIVE 1P	Pastaza	ychi		j tʃ i	ychi			landerman1973
1699		- - - - ʃ u n - -	1386	IMPERATIVE 1P	SanMartin	shun		ʃ u n	shun			coombs1976
#
745		m a	1395	IMPRESIVE	Cuzco	ma		m a	ma			cusihuaman1976
#
66		ɾ i	1397	INCEPTIVE	Apuri	ri		ɾ i	ri			shimelman2017
182		r i	1397	INCEPTIVE	Apurimac	ri		r i	ri			camacho2006
280		ɾ i	1397	INCEPTIVE	Ayacucho	ri		ɾ i	ri			parker1969
359		ɾ i	1397	INCEPTIVE	Azuay	ri		ɾ i	ri			cordero1955
452		ɾ i	1397	INCEPTIVE	Cacra-Hongos	ri		ɾ i	ri			shimelman2017
602		r i	1397	INCEPTIVE	Chachapoyas	ri		r i	ri		puntual	taylor1979
746		ɾ i	1397	INCEPTIVE	Cuzco	ri		ɾ i	ri			cusihuaman1976
943		ʐ i	1397	INCEPTIVE	Huallaga	ri		ʐ i	ri		No hay ejemplos	weber1996
1041		l i	1397	INCEPTIVE	Huanca	li		l i	li			cerron1976
1147		ɾ i	1397	INCEPTIVE	Huangascar	ri		ɾ i	ri			shimelman2017
1317		r i	1397	INCEPTIVE	Inga	ri		r i	ri			tandioy1978
1465		ɾ i	1397	INCEPTIVE	Lincha-Tana	ri		ɾ i	ri			shimelman2017
1560		ɾ i	1397	INCEPTIVE	Pacaraos	ri		ɾ i	ri		cognados diferentes según adelaar	adelaar1987
1561		ɾ i	1397	INCEPTIVE	Pacaraos	ri		ɾ i	ri			adelaar1987
1700		r i	1397	INCEPTIVE	SanMartin	ri		r i	ri		puntual	coombs1976
1791		ɾ i	1397	INCEPTIVE	SanPedro	ri		ɾ i	ri			shimelman2017
1903		ɾ i	1397	INCEPTIVE	Santiagueno	ri		ɾ i	ri		Infrequent, periphrastic is prefered	juanatey2020
1987		ɾ i	1397	INCEPTIVE	Tarma	ri		ɾ i	ri		some pluralizing attested?	adelaar1977
2200		g r i		INCEPTIVE	Imbabura	gri		g r i				cole1985
2238		ɾ i	1397	INCEPTIVE	HuarazHuailas	ri		ɾ i				
2306		r i		INCEPTIVE	Chimborazo	ri		r i	ri			
#
67		j a -	1419	INCHOATIVE	Apuri	ya		j a	ya			shimelman2017
183		j a -	1419	INCHOATIVE	Apurimac	ya		j a	ya			camacho2006
281		j a -	1419	INCHOATIVE	Ayacucho	ya		j a	ya		"to become"	parker1969
360		j a -	1419	INCHOATIVE	Azuay	ya		j a	ya			cordero1955
453		j a -	1419	INCHOATIVE	Cacra-Hongos	ya		j a	ya			shimelman2017
544		j a -	1419	INCHOATIVE	Cajamarca	ya		j a	ya			quesada2006
603		j a -	1419	INCHOATIVE	Chachapoyas	ya		j a	ya		to become	taylor1979
666		j a -	1419	INCHOATIVE	Chimborazo	ya		j a	ya			
747		j a -	1419	INCHOATIVE	Cuzco	ya		j a	ya			cusihuaman1976
944		j aː -	1419	INCHOATIVE	Huallaga	yaː		j aː	yaː,paː/taː		'Convertirse en, volverse’	weber1996
945		p aː	1421	INCHOATIVE	Huallaga	paː		p aː	yaː,paː/taː		'Convertirse en, volverse’	weber1996
946		t aː	1422	INCHOATIVE	Huallaga	taː		t aː	yaː,paː/taː		'Convertirse en, volverse’	weber1996
1042		j aː	1419	INCHOATIVE	Huanca	yaa		j aː	yaa			cerron1976
1148		j a -	1419	INCHOATIVE	Huangascar	ya		j a	ya			shimelman2017
1243		j aː -	1419	INCHOATIVE	HuarazHuailas	yaa		j aː	yaa			parker1976
1318		j a -	1419	INCHOATIVE	Inga	ya		j a	ya			tandioy1978
1466		j a -	1419	INCHOATIVE	Lincha-Tana	ya		j a	ya			shimelman2017
1562		j aː	1419	INCHOATIVE	Pacaraos	yaa		j aː	yaa			adelaar1987
1634		j a -	1419	INCHOATIVE	Pastaza	ya		j a	ya			
1701		j a -	1419	INCHOATIVE	SanMartin	ya		j a	ya		to become	coombs1976
1792		j a -	1419	INCHOATIVE	SanPedro	ya		j a	ya			shimelman2017
1904		j a -	1419	INCHOATIVE	Santiagueno	ya		j a	ya			juanatey2020
1988		j a -	1419	INCHOATIVE	Tarma	ya		j a	ya			adelaar1977
2054		k a		INCHOATIVE	Ferrenafe	ka		k a				
2066		r q u		INCHOATIVE	Laraos	rqu		r q u				
2201		j a		INCHOATIVE	Imbabura	ya		j a				cole1985
#
68		n - - t i n	1443	INCLUSIVE	Apuri	ntin		n t i n	ntin			shimelman2017
184		n - - t i n	1443	INCLUSIVE	Apurimac	ntin		n t i n	ntin			camacho2006
282		n - - t i n	1443	INCLUSIVE	Ayacucho	ntin		n t i n	ntin			parker1969
454		n - - t i n	1443	INCLUSIVE	Cacra-Hongos	ntin		n t i n	ntin			shimelman2017
