ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SOURCE	TOKENS	VALUE	NOTE	BORROWING
1216	ʃ u + n k i	337 528	3S SUBJECT 2S OBJECT	HuarazHuailas	shunki	parker1976	ʃ u + n k i	shunki		
1217	n	546	3S VERBAL	HuarazHuailas	n	parker1976	n	n		
1218	m a m p a	2	POSITIONAL	HuarazHuailas	mampa	parker1976	m a m p a	mampa		
1219	p e q - -	5	ABLATIVE	HuarazHuailas	peq	parker1976	p e q	peq, pita	'de’ ‘desde’	
1220	p i - t a	5	ABLATIVE	HuarazHuailas	pita	parker1976	p i t a	peq, pita	'de’ ‘desde’	
1221	t a	614	ACCUSATIVE	HuarazHuailas	ta	parker1976	t a	ta		
1222	q	674	AGENTIVE	HuarazHuailas	q	parker1976	q	q		
1223	p a q	720	BENEFACTIVE	HuarazHuailas	paq	parker1976	p a q	paq,shi	paa Raimondi y huari	
1224	ʃ i	598	ACCOMPANIMENT	HuarazHuailas	shi	parker1976	ʃ i	paq,shi		
1225	tʃ a k u	752	CARED ACTION	HuarazHuailas	chaku	parker1976	tʃ a k u	chaku	U = vocal cerrada que se vuelve abierta en ciertos contextos	
1226	m u	800	CISLOCATIVE	HuarazHuailas	mu	parker1976	m u	mu		
1227	n a w	9	COMPARATIVE	HuarazHuailas	naw	parker1976	n a w	naw		
1228	m a n	853	CONDITIONAL	HuarazHuailas	man	parker1976	m a n	man		
1229	ɾ aː	11	UNINTERRUPTED ACTION	HuarazHuailas	raa	parker1976	ɾ aː	raa		
1230	m a n	911	DATIVE/ILATIVE	HuarazHuailas	man	parker1976	m a n	man		
1232	n aː - -	939	DESIDERATIVE	HuarazHuailas	naa	parker1976	n aː	naa		
1233	j - k u	1007	DIRECTIONAL INSIDE	HuarazHuailas	ykU	parker1976	j k u	ykU		
1234	ɾ p u	1000	DIRECTIONAL DOWN	HuarazHuailas	rpu	parker1976	ɾ p u	rpu		
1235	ɾ k u	993	DIRECTIONAL UP	HuarazHuailas	rku	parker1976	ɾ k u	rku		
1236	i k aː	16	PROGRESSIVE	HuarazHuailas	ykaa	parker1976	i k aː	ykaa		
1237	- ɾ i	1095	EMPHATIC	HuarazHuailas	rI	parker1976	ɾ i	rI		
1238	t -	1272	FACTIVE	HuarazHuailas	t	parker1976	t	t	'acción completa’	
1239	ts aː	1272	FACTIVE	HuarazHuailas	tsaa	parker1976	ts aː	tsaa		
1241	p a -	1315	GENITIVE	HuarazHuailas	pa	parker1976	p a	pa		
1242	i k a tʃ aː	1295	FREQUENTIVE	HuarazHuailas	ykachaa	parker1976	i k a tʃ aː	ykachaa		
1243	j aː	1419	INCHOATIVE	HuarazHuailas	yaa	parker1976	j aː	yaa		
1244	n t i n	1443	INCLUSIVE	HuarazHuailas	ntin	parker1976	n t i n	ntin, nintin		
1246	i	30	INFINITIVE	HuarazHuailas	y	parker1976	i	y		
1247	w a n	1507	INSTRUMENTAL-COMITATIVE	HuarazHuailas	wan	parker1976	w a n	wan		
1249	t aː	1553	IRREVERSIBLE CHANGE	HuarazHuailas	taa	parker1976	t aː	taa		
1250	tʃ au	1604	LOCATIVE	HuarazHuailas	chaw	parker1976	tʃ au	chaw		
1251	k u	1637	MIDDLE VOICE	HuarazHuailas	ku	parker1976	k u	ku	reflexivizador; U	
1252	s a p a	1656	MULTIPLE POSSESSIVE	HuarazHuailas	sapa	parker1976	s a p a	sapa		
1253	n q a	1706	NOMINALIZER NQA	HuarazHuailas	nqa	parker1976	n q a	nqa		
1254	n a	1711	NOMINALIZER NA	HuarazHuailas	na	parker1976	n a	na	participio potencial	
1255	k aː	1758	PASSIVE ACCIDENTAL	HuarazHuailas	kaa	parker1976	k aː	kaa		
1256	ɾ q a	1770	PAST TENSE	HuarazHuailas	rqa	parker1976	ɾ q a	rqa		
1257	ɾ q u	1770	PAST TENSE	HuarazHuailas	rqu	parker1976	ɾ q u	rqu		
1258	ʃ - -	1800	PERFECT	HuarazHuailas	sh	parker1976	ʃ	sh, shqa		
1259	ʃ q a	1800	PERFECT	HuarazHuailas	shqa	parker1976	ʃ q a	sh, shqa		
1260	ʃ q a	1800	PERFECTIVIZER	HuarazHuailas	shqa	parker1976	ʃ q a	shqa		
1261	k u n a	1855	PLURAL	HuarazHuailas	kuna	parker1976	k u n a	kuna		
1262	j o q ( - - )	1887	POSSESSIVE	HuarazHuailas	yoq	parker1976	j o q	yoq		
1263	n a q	1913	PRIVATIVE	HuarazHuailas	nnaq	parker1976	n a q	nnaq		
1264	ɾ ai k u	1948	REASON	HuarazHuailas	raykur	parker1976	ɾ ai k u	raykur, tsi		
1265	ts i	766	CAUSATIVE	HuarazHuailas	tsi	parker1976	ts i	raykur, tsi		
1266	s k i	2035	RESISTED ACTION	HuarazHuailas	skI	parker1976	s k i	skI		
1267	ʎ a	2039	RESTRICTIVE	HuarazHuailas	lla	parker1976	ʎ a	lla	limitativo	
1268	ɾ	2114	SUBORDINATOR IDSUB	HuarazHuailas	r	parker1976	ɾ	r		
1269	p t i	2144	SUBORDINATOR DIFFSUB	HuarazHuailas	pti	parker1976	p t i	pti		
1270	p u	2201	VERBAL BENEFACTIVE	HuarazHuailas	pu	parker1976	p u	pu		
1272	j k i	24	1S SUBJECT 2S OBJECT	Inga	yqui	tandioy1978	j k i	yqui	singular	
1273	n tʃ i -	58	1PL VERBAL	Inga	nchi	tandioy1978	n tʃ i	nchi		
1274	s u n + - tʃ i -	111 58	1PL VERBAL FUTURE	Inga	sunchi	tandioy1978	s u n + tʃ i	sunchi		
1276	s k a + - k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Inga	scaqui	tandioy1978	s k a + k i	scaqui		
1277	k a + n i	234 235	1S VERBAL	Inga	ka-ni	tandioy1978	k a + n i	ka-ni		
1278	s a - -	280	1S VERBAL FUTURE	Inga	sa	tandioy1978	s a	sa		
1280	n g i	370	2S VERBAL	Inga	ngui	tandioy1978	n g i	ngui		
1284	n g a	446	3S FUTURE	Inga	nga	tandioy1978	n g a	nga		
1285	n	546	3S VERBAL	Inga	n	tandioy1978	n	n	no se marca siempre	
1286	m a n d a	571	ABLATIVE	Inga	manda	tandioy1978	m a n d a	manda		
1287	t a	614	ACCUSATIVE	Inga	ta	tandioy1978	t a	ta		
1288	p a s	639	ADDITIVE	Inga	pas	tandioy1978	p a s	pas		
1289	g	674	AGENTIVE	Inga	g	tandioy1978	g	g		
1291	t a -	754	INTERROGATION	Inga	ta	tandioy1978	t a	ta		
1292	m u	800	CISLOCATIVE	Inga	mu	tandioy1978	m u	mu		
1293	n t r a	854	CONDITIONAL	Inga	ntra	tandioy1978	n t r a	ntra		
1294	r a j a	8	UNINTERRUPTED ACTION	Inga	raya	tandioy1978	r a j a	raya		
1295	- - k	905	CONTRASTIVE	Inga	c	tandioy1978	k	c, ca	llevé a Pacho. A María no	
1296	k a -	905	CONTRASTIVE	Inga	ca	tandioy1978	k a	c, ca	llevé a Pacho. A María no	
1297	m a -	911	DATIVE/ILATIVE	Inga	ma	tandioy1978	m a	ma		
1299	n a j a	939	DESIDERATIVE	Inga	naya	tandioy1978	n a j a	naya		
1300	a g	961	DESPECTIVE	Inga	ag	tandioy1978	a g	ag, ash, ans	personas despreciadas	
1301	a - ʃ	962	DESPECTIVE	Inga	ash	tandioy1978	a ʃ	ag, ash, ans	personas despreciadas	
1302	a n s	962	DESPECTIVE	Inga	ans	tandioy1978	a n s	ag, ash, ans	personas despreciadas	
1303	- t u m	14	DIMINUTIVE	Inga	tum	tandioy1978	t u m	tum		esp
1304	- - k u	17	PROGRESSIVE	Inga	cu	tandioy1978	k u	cu, nacu	nacu para plural	
1305	n a k u	17	PROGRESSIVE	Inga	nacu	tandioy1978	n a k u	cu, nacu	nacu para plural	
1307	t a t a	1097	RESTRICTIVE	Inga	tata	tandioy1978	t a t a	llata, tata	esa misma noche, ese mismo rio	
1308	tʃ a r -	19	EVIDENTIAL CONJECTURAL	Inga	char	tandioy1978	tʃ a r	char		
1309	m i	1157	EVIDENTIAL DIRECT	Inga	mi	tandioy1978	m i	mi		
1310	s i	1198	EVIDENTIAL REPORTATIVE	Inga	si	tandioy1978	s i	si		
1311	m a	1310	FRUSTRATIVE	Inga	ma	tandioy1978	m a	ma	hubera llevado; aspecto verbal	
1312	p a -	1315	GENITIVE	Inga	pa	tandioy1978	p a	pa		
1313	i	30	IMPERATIVE	Inga	y	tandioy1978	i	y, ychi		
1315	s u n + tʃ u	1386	IMPERATIVE 1P	Inga	sunchu	tandioy1978	s u n + tʃ u	sunchu, nacusunchi	sg/pl	
1317	- r i	1397	INCEPTIVE	Inga	ri	tandioy1978	r i	ri		
1318	j a	1419	INCHOATIVE	Inga	ya	tandioy1978	j a	ya		
1319	i	30	INFINITIVE	Inga	y	tandioy1978	i	y		
1320	tʃ u -	1486	INJUNCTIVE	Inga	chu	tandioy1978	tʃ u	chu		
1321	w a	15	INSTRUMENTAL-COMITATIVE	Inga	hua	tandioy1978	w a	hua		
1322	k a m a -	1578	LIMITATIVE	Inga	cama	tandioy1978	k a m a	cama, pagcama		
1324	p i	1603	LOCATIVE	Inga	pi	tandioy1978	p i	pi, pagpi		
1326	tʃ u	1682	NEGATION	Inga	chu	tandioy1978	tʃ u	chu		
1327	n g a	36	NOMINALIZER NQA	Inga	nga	tandioy1978	n g a	nga	nominalizer nqa?	
1328	r q a	1770	PAST TENSE	Inga	rqa	tandioy1978	r q a	rqa		
1329	s k a	1800	PERFECT	Inga	sca	tandioy1978	s k a	sca		
1330	s k a	1800	PERFECTIVIZER	Inga	sca	tandioy1978	s k a	sca		
1331	k u n a	1855	PLURAL	Inga	cuna	tandioy1978	k u n a	cuna		
1332	- x i m	1880	POOR	Inga	jim	tandioy1978	x i m	jim, ajim	“pobre hombrecito”	
1333	a x i m	1880	POOR	Inga	ajim	tandioy1978	a x i m	jim, ajim	“pobre hombrecito”	
1334	j u g ( - - )	1887	POSSESSIVE	Inga	yug	tandioy1978	j u g	yug		
1335	n g a p a	1910	POTENTIALIS	Inga	ngapa	tandioy1978	n g a p a	ngapa	+ kay; voy a llevar, iba a llevar (karquani)	
1336	n g a p a	1939	SUBORDINATOR	Inga	ngapa	tandioy1978	n g a p a	ngapa	subordination	
1337	tʃ i	766	CAUSATIVE	Inga	chi	tandioy1978	tʃ i	chi		
1338	n d i	2001	RELATIONAL	Inga	ndi	tandioy1978	n d i	ndi	cayandi: al dia siguiente (dia que tiene relación con otro)	
1339	ʎ a	2039	RESTRICTIVE	Inga	lla	tandioy1978	ʎ a	lla		
1340	g t a	2110	SUBORDINATOR CONSEQUENCE	Inga	gta	tandioy1978	g t a	gta	limitative= bebió hasta que se emborrachó; direct consequence from main verb	
1341	s p a	2113	SUBORDINATOR IDSUB	Inga	spa	tandioy1978	s p a	spa		
1342	o r a	2141	SUBORDINATOR SAME-TIME	Inga	hora	tandioy1978	o r a	hora	prestado del castellano	esp
1343	x p i	26	SUBORDINATOR DIFFSUB	Inga	gpi	tandioy1978	x p i	gpi		
1344	n i g	2175	SURROUNDINGS	Inga	nig	tandioy1978	n i g	nig		
1345	p u	2201	VERBAL BENEFACTIVE	Inga	pu	tandioy1978	p u	pu		
1346	w a	3	1 OBJECT	Inga	hua	tandioy1978	w a	hua	me llevó; complemento del verbo en la primera persona	
1347	w a	3	1 OBJECT	Laraos	wa	taylor1990	w a	wa		
1348	j k i	24	1S SUBJECT 2S OBJECT	Laraos	yki	taylor1990	j k i	yki		
1349	n tʃ i k	58	1PL POSSESSOR	Laraos	nchik	taylor1990	n tʃ i k	nchik		
1350	n tʃ i k	58	1PL VERBAL	Laraos	nchik	taylor1990	n tʃ i k	nchik		
1351	s u n	111	1PL VERBAL FUTURE	Laraos	sun	taylor1990	s u n	sun		
1352	t a n t a + j	155 156	1S POSSESSOR	Laraos	tanta-y	taylor1990	t a n t a + j	tanta-y		
1353	s q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Laraos	sqayki	taylor1990	s q a + j k i	sqayki		
1354	k a + n i	234 235	1S VERBAL	Laraos	ka-ni	taylor1990	k a + n i	ka-ni		
1355	s a q -	280	1S VERBAL FUTURE	Laraos	saq	taylor1990	s a q	saq		
1356	i k i	348	2S POSSESSOR	Laraos	yki	taylor1990	i k i	yki		
1357	n k i	370	2S VERBAL	Laraos	nki	taylor1990	n k i	nki		
1358	n	466	3S POSSESSOR	Laraos	n	taylor1990	n	n		
1359	w a + n tʃ i k	3 486	3S SUBJECT 1PL OBJECT	Laraos	wanchik	taylor1990	w a + n tʃ i k	wanchik		
1360	s u + n k i	337 528	3S SUBJECT 2S OBJECT	Laraos	sunki	taylor1990	s u + n k i	sunki		
1361	n	546	3S VERBAL	Laraos	n	taylor1990	n	n		
1362	m a n t a	571	ABLATIVE	Laraos	manta	taylor1990	m a n t a	manta		
1363	t a	614	ACCUSATIVE	Laraos	ta	taylor1990	t a	ta		
1364	p i s	639	ADDITIVE	Laraos	pis	taylor1990	p i s	pis		
1365	q	674	AGENTIVE	Laraos	q	taylor1990	q	q		
1366	p a q	720	BENEFACTIVE	Laraos	paq	taylor1990	p a q	paq		
1367	tʃ i	766	CAUSATIVE	Laraos	chi	taylor1990	tʃ i	chi		
1368	ɾ a q	877	CONTINUATIVE	Laraos	raq	taylor1990	ɾ a q	raq		
1369	m a n	911	DATIVE/ILATIVE	Laraos	man	taylor1990	m a n	man		
1370	n a - -	939	DESIDERATIVE	Laraos	na	taylor1990	n a	na		
1371	ɲ a	1019	DISCONTINUATIVE	Laraos	ña	taylor1990	ɲ a	ña		
1372	tʃ k a	1062	PROGRESSIVE	Laraos	chka	taylor1990	tʃ k a	chka		
1373	a ɾ i	1095	EMPHATIC	Laraos	ari	taylor1990	a ɾ i	ari		
1374	- ɾ i	1095	EMPHATIC	Laraos	ri	taylor1990	ɾ i	ri		
1375	ʈʂ i	18	EVIDENTIAL CONJECTURAL	Laraos	ĉi	taylor1990	ʈʂ i	ĉi		
1376	m i	1157	EVIDENTIAL DIRECT	Laraos	mi	taylor1990	m i	mi		
1377	s i	1198	EVIDENTIAL REPORTATIVE	Laraos	si	taylor1990	s i	si		
1378	i k u	1228	EXCEPTIONAL	Laraos	yku	taylor1990	i k u	yku		
1379	p i -	1315	GENITIVE	Laraos	pi	taylor1990	p i	pi		
1380	i	30	IMPERATIVE	Laraos	y	taylor1990	i	y		
1381	s u n	1386	IMPERATIVE 1P	Laraos	sun	taylor1990	s u n	sun		
1382	n t i n	1443	INCLUSIVE	Laraos	ntin	taylor1990	n t i n	ntin		
1383	i	30	INFINITIVE	Laraos	y	taylor1990	i	y		
1384	tʃ u n	1486	INJUNCTIVE	Laraos	chun	taylor1990	tʃ u n	chun		
1385	w a n	1507	INSTRUMENTAL-COMITATIVE	Laraos	wan	taylor1990	w a n	wan		
1386	k a m a -	1578	LIMITATIVE	Laraos	kama	taylor1990	k a m a	kama		
1387	tʂ au	1604	LOCATIVE	Laraos	ĉaw	taylor1990	tʂ au	ĉaw		
1388	tʃ u	1682	NEGATION	Laraos	chu	taylor1990	tʃ u	chu		
1389	n a	1711	NOMINALIZER NA	Laraos	na	taylor1990	n a	na	Concretizador	
1390	ɾ q u	1770	PAST TENSE	Laraos	rqu	taylor1990	ɾ q u	rqu		
1391	k u n a	1855	PLURAL	Laraos	kuna	taylor1990	k u n a	kuna		
1392	n a q	1913	PRIVATIVE	Laraos	nnaq	taylor1990	n a q	nnaq		
1393	ɾ ai k u	1948	REASON	Laraos	rayku	taylor1990	ɾ ai k u	rayku		
1394	t a q	2063	SEQUENTIAL	Laraos	taq	taylor1990	t a q	taq		
1395	s t i n	2097	SUBORDINATOR ADVERBIAL	Laraos	stin	taylor1990	s t i n	stin		
1396	ɾ	2114	SUBORDINATOR IDSUB	Laraos	r	taylor1990	ɾ	r		
1397	p t i	2144	SUBORDINATOR DIFFSUB	Laraos	pti	taylor1990	p t i	pti		
1398	q a	2178	TOPIC	Laraos	qa	taylor1990	q a	qa		
1399	ɾ a	11	UNINTERRUPTED ACTION	Laraos	ra	taylor1990	ɾ a	ra		
1400	w a	3	1 OBJECT	Lincha-Tana	wa	shimelman2017	w a	wa		
1401	j k i	24	1S SUBJECT 2S OBJECT	Lincha-Tana	yki	shimelman2017	j k i	yki		
1402	n tʃ i k	58	1PL POSSESSOR	Lincha-Tana	nchik	shimelman2017	n tʃ i k	nchik		
1403	n tʃ i k	58	1PL VERBAL	Lincha-Tana	nchik	shimelman2017	n tʃ i k	nchik		
1404	tʃ u - + w a n	111 3	1PL VERBAL CONDITIONAL	Lincha-Tana	chuwan	shimelman2017	tʃ u + w a n	chuwan		
1405	ʃ u n	111	1PL VERBAL FUTURE	Lincha-Tana	shun	shimelman2017	ʃ u n	shun		
1406	t a n t a + j	155 156	1S POSSESSOR	Lincha-Tana	tanta-y	shimelman2017	t a n t a + j	tanta-y		
1407	ʃ q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Lincha-Tana	shqayki	shimelman2017	ʃ q a + j k i	shqayki	variation between sh and s	
1408	k a + n i	234 235	1S VERBAL	Lincha-Tana	ka-ni	shimelman2017	k a + n i	ka-ni		
1409	ʃ a q -	280	1S VERBAL FUTURE	Lincha-Tana	shaq	shimelman2017	ʃ a q	shaq		
1410	n k i + m a n	326 40	2S CONDITIONAL	Lincha-Tana	nki-man	shimelman2017	n k i + m a n	waq		
1411	ʃ u - - -	337	2S OBJECT	Lincha-Tana	shu	shimelman2017	ʃ u	shu		
1412	j k i	348	2S POSSESSOR	Lincha-Tana	yki	shimelman2017	j k i	yki		
1413	w a + n k i	3 370	2S SUBJECT 1S OBJECT	Lincha-Tana	wanki	shimelman2017	w a + n k i	wanki		
1414	n k i	370	2S VERBAL	Lincha-Tana	nki	shimelman2017	n k i	nki		
1415	n q a	446	3S FUTURE	Lincha-Tana	nqa	shimelman2017	n q a	nqa		
1416	n	466	3S POSSESSOR	Lincha-Tana	n	shimelman2017	n	n		
1417	w a + n tʃ i k	3 486	3S SUBJECT 1PL OBJECT	Lincha-Tana	wanchik	shimelman2017	w a + n tʃ i k	wanchik		
1418	w a + n	3 546	3S SUBJECT 1S OBJECT	Lincha-Tana	wan	shimelman2017	w a + n	wan		
1419	ʃ u + n k i	337 528	3S SUBJECT 2S OBJECT	Lincha-Tana	shunki	shimelman2017	ʃ u + n k i	shunki		
1420	n	546	3S VERBAL	Lincha-Tana	n	shimelman2017	n	n		
1421	p a q	1	ABLATIVE	Lincha-Tana	paq	shimelman2017	p a q	paq		
1422	- ʃ i	598	ACCOMPANIMENT	Lincha-Tana	shi	shimelman2017	ʃ i	shi,si		
1423	- s i	598	ACCOMPANIMENT	Lincha-Tana	si	shimelman2017	s i	shi,si		
1424	t a	614	ACCUSATIVE	Lincha-Tana	ta	shimelman2017	t a	ta		
1425	p i s	639	ADDITIVE	Lincha-Tana	pis	shimelman2017	p i s	pis,s		
1427	q	674	AGENTIVE	Lincha-Tana	q	shimelman2017	q	q		
1428	p a q	720	BENEFACTIVE	Lincha-Tana	paq	shimelman2017	p a q	paq		
1429	tʃ i	766	CAUSATIVE	Lincha-Tana	chi	shimelman2017	tʃ i	chi		
1431	m u	800	CISLOCATIVE	Lincha-Tana	mu	shimelman2017	m u	mu		
1432	h i n a	824	COMPARATIVE	Lincha-Tana	hina	shimelman2017	h i n a	hina		
1433	m a n	853	CONDITIONAL	Lincha-Tana	man	shimelman2017	m a n	man		
1434	ɾ a q	877	CONTINUATIVE	Lincha-Tana	raq	shimelman2017	ɾ a q	raq		
1435	m a n	911	DATIVE/ILATIVE	Lincha-Tana	man	shimelman2017	m a n	man		
1436	n a j a	939	DESIDERATIVE	Lincha-Tana	naya	shimelman2017	n a j a	naya		
1437	ɾ a j a	968	DETRANSITIVIZER	Lincha-Tana	raya	shimelman2017	ɾ a j a	raya		
1438	tʃ a	976	DIMINUTIVE	Lincha-Tana	cha	shimelman2017	tʃ a	cha		
1439	ɲ a	1019	DISCONTINUATIVE	Lincha-Tana	ña	shimelman2017	ɲ a	ña		
1440	tʃ u	1029	DISJUNCTIVE	Lincha-Tana	chu	shimelman2017	tʃ u	chu		
1441	tʃ ai	1036	DISTAL DEMONSTRATIVE	Lincha-Tana	chay	shimelman2017	tʃ ai	chay		
1442	w a k	1046	DISTAL REMOVED DEMONSTRATIVE	Lincha-Tana	wak	shimelman2017	w a k	wak		
1444	j - a	16	PROGRESSIVE	Lincha-Tana	ya	shimelman2017	j a	ya		
1445	a ɾ i	1095	EMPHATIC	Lincha-Tana	ari	shimelman2017	a ɾ i	ari		
1446	- ( - ) j a ( - )	20	INTENSIFIER	Lincha-Tana	ya	shimelman2017	j a	ya		
1447	ʈ i	18	EVIDENTIAL CONJECTURAL	Lincha-Tana	tri	shimelman2017	ʈ i	tri,tr		
1448	ʈ -	18	EVIDENTIAL CONJECTURAL	Lincha-Tana	tr	shimelman2017	ʈ	tri,tr		
1449	m i	1157	EVIDENTIAL DIRECT	Lincha-Tana	mi	shimelman2017	m i	mi,m		
1450	m -	1157	EVIDENTIAL DIRECT	Lincha-Tana	m	shimelman2017	m	mi,m		
1451	i k	1184	EVIDENTIAL MODIFIER	Lincha-Tana	ik	shimelman2017	i k	ik		
1452	- i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	Lincha-Tana	iki	shimelman2017	i k i	iki		
1453	ʃ i	1198	EVIDENTIAL REPORTATIVE	Lincha-Tana	shi	shimelman2017	ʃ i	shi,sh		
1454	ʃ -	1198	EVIDENTIAL REPORTATIVE	Lincha-Tana	sh	shimelman2017	ʃ	shi,sh		
1457	i k a	1228	EXCEPTIONAL	Lincha-Tana	ika	shimelman2017	i k a	yku,yka/ika/iku		
1458	i k u	1228	EXCEPTIONAL	Lincha-Tana	iku	shimelman2017	i k u	yku,yka/ika/iku		
1459	p u ɾ a	1256	EXCLUSIVE	Lincha-Tana	pura	shimelman2017	p u ɾ a	pura		
1460	tʃ a	1272	FACTIVE	Lincha-Tana	cha	shimelman2017	tʃ a	cha		
1461	- k a ʈ a	1295	FREQUENTIVE	Lincha-Tana	katra	shimelman2017	k a ʈ a	katra		
1462	p a -	1315	GENITIVE	Lincha-Tana	pa	shimelman2017	p a	pa,pi		
1463	p i -	1315	GENITIVE	Lincha-Tana	pi	shimelman2017	p i	pa,pi		
1464	i	30	IMPERATIVE	Lincha-Tana	y	shimelman2017	i	y		
1465	- ɾ i	1397	INCEPTIVE	Lincha-Tana	ri	shimelman2017	ɾ i	ri		
1466	j a	1419	INCHOATIVE	Lincha-Tana	ya	shimelman2017	j a	ya		
1467	n t i n	1443	INCLUSIVE	Lincha-Tana	ntin	shimelman2017	n t i n	ntin		
1468	i	30	INFINITIVE	Lincha-Tana	y	shimelman2017	i	y		
1469	tʃ u n	1486	INJUNCTIVE	Lincha-Tana	chun	shimelman2017	tʃ u n	chun		
1470	w a n	1507	INSTRUMENTAL-COMITATIVE	Lincha-Tana	wan	shimelman2017	w a n	wan		
1472	t a m u	1553	IRREVERSIBLE CHANGE	Lincha-Tana	tamu	shimelman2017	t a m u	tamu		
1474	p aː k u	1561	JOINT ACTION	Lincha-Tana	paːku	shimelman2017	p aː k u	paku,paːku		
1475	k a m a -	1578	LIMITATIVE	Lincha-Tana	kama	shimelman2017	k a m a	kama		
1476	p a	1603	LOCATIVE	Lincha-Tana	pa	shimelman2017	p a	pa,pi		
1477	p i	1603	LOCATIVE	Lincha-Tana	pi	shimelman2017	p i	pa,pi		
1478	k u	1637	MIDDLE VOICE	Lincha-Tana	ku	shimelman2017	k u	ku	U	
1479	s a p a	1656	MULTIPLE POSSESSIVE	Lincha-Tana	sapa	shimelman2017	s a p a	sapa		
1480	p u k u	1676	MUTUAL BENEFIT	Lincha-Tana	puku	shimelman2017	p u k u	puku		
1481	tʃ u	1682	NEGATION	Lincha-Tana	chu	shimelman2017	tʃ u	chu		
1482	n a	1711	NOMINALIZER NA	Lincha-Tana	na	shimelman2017	n a	na		
1484	m a s i	1746	PARTNERSHIP	Lincha-Tana	masi	shimelman2017	m a s i	masi		
1485	k a	1758	PASSIVE ACCIDENTAL	Lincha-Tana	ka	shimelman2017	k a	ka		
1486	ɾ q a	1770	PAST TENSE	Lincha-Tana	rqa	shimelman2017	ɾ q a	rqa		
1487	ʃ - a	1800	PERFECT	Lincha-Tana	sha	shimelman2017	ʃ a	sha,sa		
1488	s - a	1800	PERFECT	Lincha-Tana	sa	shimelman2017	s a	sha,sa		
1489	ʃ - a	1800	PERFECTIVIZER	Lincha-Tana	sha	shimelman2017	ʃ a	sha,sa	nmlz	
1490	s - a	1800	PERFECTIVIZER	Lincha-Tana	sa	shimelman2017	s a	sha,sa	nmlz	
1491	k u n a	1855	PLURAL	Lincha-Tana	kuna	shimelman2017	k u n a	kuna		
1492	j o q ( - - )	1887	POSSESSIVE	Lincha-Tana	yuq	shimelman2017	j o q	yuq		
1493	a m a	1918	PROHIBITIVE	Lincha-Tana	ama	shimelman2017	a m a	ama		
1494	k ai	1927	PROXIMAL DEMONSTRATIVE	Lincha-Tana	kay	shimelman2017	k ai	kay		
1496	ɾ ai k u	1948	REASON	Lincha-Tana	rayku	shimelman2017	ɾ ai k u	rayku		
1497	n a k u	1976	RECIPROCAL	Lincha-Tana	naku	shimelman2017	n a k u	naku,naka		
1498	n a k a	1976	RECIPROCAL	Lincha-Tana	naka	shimelman2017	n a k a	naku,naka		
1499	p a	2008	REPETITIVE	Lincha-Tana	pa	shimelman2017	p a	pa		
1500	ʃ q a	2021	REPORTATIVE PAST TENSE	Lincha-Tana	shqa	shimelman2017	ʃ q a	shqa		
1501	ʎ a	2039	RESTRICTIVE	Lincha-Tana	lla	shimelman2017	ʎ a	lla		
1502	t a q	2063	SEQUENTIAL	Lincha-Tana	taq	shimelman2017	t a q	taq		
1503	t u k u	2082	SIMULATIVE	Lincha-Tana	tuku	shimelman2017	t u k u	tuku		
1504	ʃ t i n	2097	SUBORDINATOR ADVERBIAL	Lincha-Tana	shtin	shimelman2017	ʃ t i n	shtin		
1505	ʃ p a	2113	SUBORDINATOR IDSUB	Lincha-Tana	shpa	shimelman2017	ʃ p a	shpa		
1506	p t i	2144	SUBORDINATOR DIFFSUB	Lincha-Tana	pti	shimelman2017	p t i	pti		
1507	q a	2178	TOPIC	Lincha-Tana	qa	shimelman2017	q a	qa		
1508	p u	2201	VERBAL BENEFACTIVE	Lincha-Tana	pu	shimelman2017	p u	pu,pa		
1509	p a	2201	VERBAL BENEFACTIVE	Lincha-Tana	pa	shimelman2017	p a	pu,pa		
1510	ɾ a	11	UNINTERRUPTED ACTION	Lincha-Tana	ra	shimelman2017	ɾ a	ra		
1511	ɾ - u	2234	URGENT	Lincha-Tana	ru	shimelman2017	ɾ u	ru,ra		
1512	ɾ - a	2234	URGENT	Lincha-Tana	ra	shimelman2017	ɾ a	ru,ra		
1513	n a	2270	VERBALIZER	Lincha-Tana	na	shimelman2017	n a	na	some reciprocal action	
1514	m aː	4	1 OBJECT	Pacaraos	maa	adelaar1987	m aː	maa		
1515	m ui	25	1S SUBJECT 2S OBJECT	Pacaraos	muy	adelaar1987	m ui	muy		
1516	n s i -	58	1PL POSSESSOR	Pacaraos	nsi	adelaar1987	n s i	nsi		
1517	s - - + w a n	111 3	1PL VERBAL CONDITIONAL	Pacaraos	swan	adelaar1987	s + w a n	swan		
1518	ç u n	111	1PL VERBAL FUTURE	Pacaraos	shun	adelaar1987	ç u n	shun		
1519	t a n t a + j	155 156	1S POSSESSOR	Pacaraos	tanta-y	adelaar1987	t a n t a + j	tanta-y	tras vocal i, hay alargamiento vocálico	
1520	ʃ q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Pacaraos	shqayki	adelaar1987	ʃ q a + j k i	shqayki	terminación especial	
